<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AB.US,D,20140303,000000,13.95,13.989,13.488,13.741,620284,0
AB.US,D,20140304,000000,13.861,14.007,13.7,13.989,571201,0
AB.US,D,20140305,000000,14.007,14.036,13.837,13.95,457335,0
AB.US,D,20140306,000000,13.96,14.016,13.688,13.822,485029,0
AB.US,D,20140307,000000,13.925,13.95,13.688,13.778,363184,0
AB.US,D,20140310,000000,13.734,13.989,13.734,13.81,469409,0
AB.US,D,20140311,000000,13.822,13.901,13.515,13.584,791736,0
AB.US,D,20140312,000000,13.55,14.007,13.508,13.956,614078,0
AB.US,D,20140313,000000,14.029,14.411,13.976,14.036,820069,0
AB.US,D,20140314,000000,13.915,14.506,13.832,13.861,1032368,0
AB.US,D,20140317,000000,13.95,14.676,13.919,14.336,1511084,0
AB.US,D,20140318,000000,14.473,14.757,14.393,14.733,838314,0
AB.US,D,20140319,000000,14.799,14.981,14.423,14.606,735802,0
AB.US,D,20140320,000000,14.514,14.87,14.514,14.736,852845,0
AB.US,D,20140321,000000,14.85,14.961,14.624,14.884,678136,0
AB.US,D,20140324,000000,14.932,15.015,14.156,14.63,910916,0
AB.US,D,20140325,000000,14.785,14.907,14.514,14.676,475561,0
AB.US,D,20140326,000000,14.728,14.981,14.698,14.723,592496,0
AB.US,D,20140327,000000,14.728,14.728,14.383,14.522,883353,0
AB.US,D,20140328,000000,14.568,15.011,14.439,14.589,522255,0
AB.US,D,20140331,000000,14.554,14.865,14.416,14.423,955166,0
AB.US,D,20140401,000000,14.473,14.676,14.383,14.658,741682,0
AB.US,D,20140402,000000,14.647,14.82,14.595,14.733,544004,0
AB.US,D,20140403,000000,14.772,14.772,14.427,14.582,660673,0
AB.US,D,20140404,000000,14.671,15.015,14.541,14.68,1233007,0
AB.US,D,20140407,000000,14.538,14.733,14.423,14.457,1420052,0
AB.US,D,20140408,000000,14.506,14.613,14.377,14.506,912333,0
AB.US,D,20140409,000000,14.689,14.772,14.501,14.71,395448,0
AB.US,D,20140410,000000,14.763,14.785,14.427,14.522,1244212,0
AB.US,D,20140411,000000,14.393,14.554,14.195,14.457,510791,0
AB.US,D,20140414,000000,14.573,14.71,14.346,14.595,412650,0
AB.US,D,20140415,000000,14.582,14.671,14.301,14.562,400767,0
AB.US,D,20140416,000000,14.624,14.785,14.533,14.769,396734,0
AB.US,D,20140417,000000,14.772,14.804,14.404,14.671,767230,0
AB.US,D,20140421,000000,14.619,14.838,14.619,14.804,393664,0
AB.US,D,20140422,000000,14.85,15.382,14.671,15.213,1025198,0
AB.US,D,20140423,000000,15.207,15.353,15.108,15.252,480216,0
AB.US,D,20140424,000000,15.397,15.416,15.074,15.243,297528,0
AB.US,D,20140425,000000,15.192,15.403,14.689,14.785,720970,0
AB.US,D,20140428,000000,14.87,14.87,14.411,14.538,443348,0
AB.US,D,20140429,000000,14.533,14.865,14.444,14.799,505405,0
AB.US,D,20140430,000000,14.282,14.728,13.889,14.689,1089337,0
AB.US,D,20140501,000000,14.647,14.703,14.423,14.439,615234,0
AB.US,D,20140502,000000,14.423,14.576,14.271,14.346,364482,0
AB.US,D,20140505,000000,14.359,14.568,14.193,14.346,627023,0
AB.US,D,20140506,000000,14.329,14.386,14.036,14.117,489916,0
AB.US,D,20140507,000000,14.148,14.266,14.022,14.106,538036,0
AB.US,D,20140508,000000,14.106,14.106,13.71,13.798,858903,0
AB.US,D,20140509,000000,13.778,13.778,13.354,13.67,821784,0
AB.US,D,20140512,000000,13.751,13.938,13.529,13.905,445662,0
AB.US,D,20140513,000000,13.853,14.268,13.84,14.132,740548,0
AB.US,D,20140514,000000,14.132,14.227,13.938,14.034,271355,0
AB.US,D,20140515,000000,14.027,14.027,13.328,13.494,721086,0
AB.US,D,20140516,000000,13.524,14.027,13.354,14.012,636763,0
AB.US,D,20140519,000000,14.08,14.227,13.905,13.992,532534,0
AB.US,D,20140520,000000,13.987,14.193,13.604,13.778,632921,0
AB.US,D,20140521,000000,13.791,14.086,13.734,14.012,322543,0
AB.US,D,20140522,000000,14.098,14.14,13.824,13.921,393031,0
AB.US,D,20140523,000000,13.928,13.928,13.734,13.853,467160,0
AB.US,D,20140527,000000,13.862,14.112,13.824,14.012,636416,0
AB.US,D,20140528,000000,13.958,13.958,13.675,13.87,349086,0
AB.US,D,20140529,000000,13.858,13.969,13.741,13.938,463316,0
AB.US,D,20140530,000000,13.981,14.297,13.969,14.232,1034803,0
AB.US,D,20140602,000000,14.244,14.487,14.161,14.385,1132597,0
AB.US,D,20140603,000000,14.333,14.685,14.309,14.649,513960,0
AB.US,D,20140604,000000,14.584,14.892,14.534,14.82,475717,0
AB.US,D,20140605,000000,14.866,15.138,14.744,15.049,884863,0
AB.US,D,20140606,000000,15.049,15.283,14.932,15.262,997495,0
AB.US,D,20140609,000000,15.262,15.289,15.061,15.107,393601,0
AB.US,D,20140610,000000,15.055,15.107,14.855,15.049,279417,0
AB.US,D,20140611,000000,14.948,15.078,14.935,15.017,215207,0
AB.US,D,20140612,000000,15.089,15.471,14.473,14.813,1941837,0
AB.US,D,20140613,000000,14.826,14.99,14.698,14.885,738503,0
AB.US,D,20140616,000000,14.855,15.049,14.691,14.845,603007,0
AB.US,D,20140617,000000,14.803,15.107,14.799,14.976,338003,0
AB.US,D,20140618,000000,14.971,15.168,14.736,15.119,499780,0
AB.US,D,20140619,000000,15.184,15.321,14.99,15.201,537447,0
AB.US,D,20140620,000000,15.214,15.262,14.726,14.968,1309092,0
AB.US,D,20140623,000000,14.912,15.089,14.726,14.976,445026,0
AB.US,D,20140624,000000,14.968,15.017,14.584,14.633,536713,0
AB.US,D,20140625,000000,14.591,14.807,14.498,14.649,257007,0
AB.US,D,20140626,000000,14.708,15.009,14.549,14.962,309304,0
AB.US,D,20140627,000000,14.957,15.049,14.932,14.971,465093,0
AB.US,D,20140630,000000,15.009,15.247,14.971,15.192,355462,0
AB.US,D,20140701,000000,15.253,15.407,15.146,15.289,393160,0
AB.US,D,20140702,000000,15.329,15.407,15.178,15.367,316559,0
AB.US,D,20140703,000000,15.437,15.702,15.344,15.596,362623,0
AB.US,D,20140707,000000,15.571,15.571,15.354,15.471,380393,0
AB.US,D,20140708,000000,15.471,15.584,15.371,15.525,465466,0
AB.US,D,20140709,000000,15.542,15.596,15.426,15.466,343424,0
AB.US,D,20140710,000000,15.273,15.302,15.163,15.237,494899,0
AB.US,D,20140711,000000,15.43,15.936,15.43,15.743,1100012,0
AB.US,D,20140714,000000,15.947,16.054,15.847,16.006,552039,0
AB.US,D,20140715,000000,16.04,16.154,15.907,16.099,582055,0
AB.US,D,20140716,000000,16.154,16.242,15.999,16.211,345998,0
