<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
ABC.US,D,20160621,000000,71.2,71.471,70.79,71.275,1372225,0
ABC.US,D,20160622,000000,71.275,72.122,70.808,71.796,2079032,0
ABC.US,D,20160623,000000,72.29,72.392,71.703,72.187,2843641,0
ABC.US,D,20160624,000000,69.888,70.603,69.849,70.223,4813490,0
ABC.US,D,20160627,000000,69.946,69.98,68.36,68.743,2376571,0
ABC.US,D,20160628,000000,69.18,70.232,68.939,70.112,3020063,0
ABC.US,D,20160629,000000,70.818,72.141,70.771,71.917,2069916,0
ABC.US,D,20160630,000000,72.244,73.844,72.076,73.835,3433762,0
ABC.US,D,20160701,000000,73.806,74.868,73.638,74.617,2968568,0
ABC.US,D,20160705,000000,74.339,75.106,73.901,74.803,2553750,0
ABC.US,D,20160706,000000,74.412,75.91,74.09,75.577,2591956,0
ABC.US,D,20160707,000000,75.481,75.891,74.96,75.39,1921758,0
ABC.US,D,20160708,000000,76.059,76.404,75.631,76.255,1716126,0
ABC.US,D,20160711,000000,76.302,76.888,76.19,76.496,1535522,0
ABC.US,D,20160712,000000,76.562,78.573,76.553,78.359,3049307,0
ABC.US,D,20160713,000000,78.683,79.447,78.499,79.057,2677323,0
ABC.US,D,20160714,000000,79.447,80.163,79.36,80.007,2186937,0
ABC.US,D,20160715,000000,80.296,80.538,79.047,79.635,2561383,0
ABC.US,D,20160718,000000,79.803,80.163,79.635,80.082,1196304,0
ABC.US,D,20160719,000000,79.832,80.193,79.216,79.979,2125390,0
ABC.US,D,20160720,000000,80.416,81.029,80.064,80.65,1341597,0
ABC.US,D,20160721,000000,80.406,80.886,79.619,79.875,1796220,0
ABC.US,D,20160722,000000,80.064,80.25,79.302,79.922,1430393,0
ABC.US,D,20160725,000000,79.959,79.989,79.131,79.503,1996733,0
ABC.US,D,20160726,000000,79.383,80.09,78.769,79.783,1768391,0
ABC.US,D,20160727,000000,79.783,79.867,78.805,79.512,1976294,0
ABC.US,D,20160728,000000,79.169,79.179,78.415,78.955,2615449,0
ABC.US,D,20160729,000000,78.507,79.47,78.303,79.298,2079724,0
ABC.US,D,20160801,000000,79.383,80.349,79.224,79.627,3148107,0
ABC.US,D,20160802,000000,82.51,84.28,81.524,83.246,5562466,0
ABC.US,D,20160803,000000,83.161,83.674,82.261,83.674,2755822,0
ABC.US,D,20160804,000000,83.506,83.601,82.323,82.827,1990067,0
ABC.US,D,20160805,000000,83.19,84.223,83.078,83.171,1641484,0
ABC.US,D,20160808,000000,83.506,83.506,82.351,82.538,1714863,0
ABC.US,D,20160809,000000,82.642,83.18,82.261,82.49,1602570,0
ABC.US,D,20160810,000000,82.652,82.687,81.599,81.823,1741220,0
ABC.US,D,20160811,000000,81.886,82.892,81.422,82.799,1793312,0
ABC.US,D,20160812,000000,82.976,83.023,82.222,82.762,1417540,0
ABC.US,D,20160815,000000,82.799,83.227,82.51,83.21,1930452,0
ABC.US,D,20160816,000000,82.837,83.887,82.837,83.275,1670929,0
ABC.US,D,20160817,000000,83.115,83.329,82.251,82.791,1607214,0
ABC.US,D,20160818,000000,82.733,83.153,82.33,83.133,1546061,0
ABC.US,D,20160819,000000,82.723,83.163,82.473,83.023,2236051,0
ABC.US,D,20160822,000000,82.977,83.097,82.669,82.928,1082756,0
ABC.US,D,20160823,000000,83.294,83.378,83.005,83.153,682992,0
ABC.US,D,20160824,000000,83.071,83.248,82.317,82.592,1432515,0
ABC.US,D,20160825,000000,82.369,82.473,79.791,79.9,3586746,0
ABC.US,D,20160826,000000,80.053,80.888,79.566,80.125,2004266,0
ABC.US,D,20160829,000000,80.192,80.775,79.714,80.651,1447268,0
ABC.US,D,20160830,000000,80.827,81.174,80.063,80.397,1858733,0
ABC.US,D,20160831,000000,80.482,81.364,80.107,81.266,2870268,0
ABC.US,D,20160901,000000,81.305,81.966,80.902,81.434,1424516,0
ABC.US,D,20160902,000000,81.81,82.106,81.528,81.706,1302886,0
ABC.US,D,20160906,000000,81.575,82.042,81.295,81.883,1768265,0
ABC.US,D,20160907,000000,81.856,82.641,81.716,81.995,1619955,0
ABC.US,D,20160908,000000,81.668,81.919,81.425,81.545,2349248,0
ABC.US,D,20160909,000000,80.95,81.125,79.633,79.714,2643901,0
ABC.US,D,20160912,000000,79.435,81.425,79.38,81.248,2547773,0
ABC.US,D,20160913,000000,80.546,80.875,79.408,79.658,2913669,0
ABC.US,D,20160914,000000,79.781,79.874,77.949,78.351,6310003,0
ABC.US,D,20160915,000000,78.061,78.996,77.612,78.678,2609677,0
ABC.US,D,20160916,000000,78.453,78.857,77.566,78.594,3702731,0
ABC.US,D,20160919,000000,78.407,79.389,77.622,77.8,2499891,0
ABC.US,D,20160920,000000,78.164,78.192,76.688,76.698,2658792,0
ABC.US,D,20160921,000000,76.808,77.697,76.427,77.576,3010610,0
ABC.US,D,20160922,000000,77.8,78.445,77.603,78.109,2429713,0
ABC.US,D,20160923,000000,78.07,78.285,77.529,77.866,1957550,0
ABC.US,D,20160926,000000,77.622,78.08,77.248,77.296,1433996,0
ABC.US,D,20160927,000000,77.324,78.247,77.052,77.791,1693901,0
ABC.US,D,20160928,000000,77.791,77.836,77.052,77.743,1402378,0
ABC.US,D,20160929,000000,77.482,77.819,75.922,75.922,1738940,0
ABC.US,D,20160930,000000,75.958,76.285,74.139,75.481,3212473,0
