<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
ABB.US,D,20170719,000000,22.311,22.373,22.221,22.266,1592505,0
ABB.US,D,20170720,000000,21.529,21.795,21.458,21.645,4177732,0
ABB.US,D,20170721,000000,21.264,21.281,21.023,21.122,7455663,0
ABB.US,D,20170724,000000,20.962,20.979,20.801,20.899,2308323,0
ABB.US,D,20170725,000000,20.882,20.917,20.811,20.828,2533721,0
ABB.US,D,20170726,000000,20.767,20.793,20.642,20.757,2761529,0
ABB.US,D,20170727,000000,20.811,20.811,20.624,20.723,2134223,0
ABB.US,D,20170728,000000,20.73,20.873,20.696,20.855,1302876,0
ABB.US,D,20170731,000000,20.882,20.931,20.82,20.855,1067475,0
ABB.US,D,20170801,000000,21.095,21.122,20.908,20.979,1497291,0
ABB.US,D,20170802,000000,20.971,21.015,20.86,20.952,2161577,0
ABB.US,D,20170803,000000,20.891,20.971,20.793,20.838,1142099,0
ABB.US,D,20170804,000000,20.828,20.838,20.726,20.757,1429623,0
ABB.US,D,20170807,000000,20.642,20.74,20.58,20.73,2403258,0
ABB.US,D,20170808,000000,20.828,20.873,20.647,20.686,1974934,0
ABB.US,D,20170809,000000,20.634,20.642,20.518,20.642,1107092,0
ABB.US,D,20170810,000000,20.482,20.499,20.234,20.251,1813920,0
ABB.US,D,20170811,000000,20.296,20.385,20.247,20.26,1536837,0
ABB.US,D,20170814,000000,20.429,20.465,20.35,20.367,1398042,0
ABB.US,D,20170815,000000,20.296,20.331,20.234,20.278,1240192,0
ABB.US,D,20170816,000000,20.447,20.642,20.447,20.598,3182592,0
ABB.US,D,20170817,000000,20.499,20.526,20.327,20.331,1726860,0
ABB.US,D,20170818,000000,20.296,20.314,20.154,20.154,1941598,0
ABB.US,D,20170821,000000,20.189,20.26,20.118,20.199,1067947,0
ABB.US,D,20170822,000000,20.385,20.563,20.376,20.536,2496395,0
ABB.US,D,20170823,000000,20.544,20.58,20.492,20.526,1278014,0
ABB.US,D,20170824,000000,20.536,20.589,20.482,20.499,1733438,0
ABB.US,D,20170825,000000,20.589,20.73,20.571,20.686,2161973,0
ABB.US,D,20170828,000000,20.624,20.634,20.465,20.474,1298801,0
ABB.US,D,20170829,000000,20.358,20.38,20.305,20.34,1694996,0
ABB.US,D,20170830,000000,20.287,20.331,20.243,20.27,1430564,0
ABB.US,D,20170831,000000,20.429,20.598,20.394,20.571,1371973,0
ABB.US,D,20170901,000000,20.793,20.811,20.642,20.642,1252334,0
ABB.US,D,20170905,000000,21.042,21.077,20.823,20.917,2108547,0
ABB.US,D,20170906,000000,21.05,21.183,21.042,21.104,1783874,0
ABB.US,D,20170907,000000,21.183,21.298,21.139,21.237,1439230,0
ABB.US,D,20170908,000000,21.281,21.361,21.254,21.325,1080893,0
ABB.US,D,20170911,000000,21.529,21.574,21.463,21.503,908714,0
ABB.US,D,20170912,000000,21.521,21.645,21.521,21.583,916111,0
ABB.US,D,20170913,000000,21.574,21.587,21.503,21.547,957416,0
ABB.US,D,20170914,000000,21.565,21.702,21.539,21.68,1187477,0
ABB.US,D,20170915,000000,21.645,21.707,21.614,21.68,1123009,0
ABB.US,D,20170918,000000,21.716,21.832,21.716,21.832,2630776,0
ABB.US,D,20170919,000000,21.84,21.858,21.751,21.813,1403101,0
ABB.US,D,20170920,000000,21.84,21.911,21.724,21.832,1501283,0
ABB.US,D,20170921,000000,21.832,21.933,21.805,21.858,566787,0
ABB.US,D,20170922,000000,21.867,21.96,21.867,21.947,729783,0
ABB.US,D,20170925,000000,21.938,21.997,21.858,21.876,1457336,0
ABB.US,D,20170926,000000,21.813,21.832,21.707,21.795,1076941,0
ABB.US,D,20170927,000000,21.69,21.849,21.68,21.822,1255997,0
ABB.US,D,20170928,000000,21.761,21.928,21.751,21.903,1256764,0
ABB.US,D,20170929,000000,21.769,21.987,21.734,21.965,1538830,0
ABB.US,D,20171002,000000,22.044,22.16,21.999,22.151,1541158,0
ABB.US,D,20171003,000000,22.169,22.275,22.16,22.266,2546051,0
ABB.US,D,20171004,000000,22.248,22.364,22.24,22.293,1536117,0
ABB.US,D,20171005,000000,22.248,22.275,22.213,22.24,968089,0
ABB.US,D,20171006,000000,22.151,22.24,22.133,22.24,848822,0
ABB.US,D,20171009,000000,22.142,22.253,22.124,22.151,872146,0
ABB.US,D,20171010,000000,22.266,22.293,22.221,22.257,869652,0
ABB.US,D,20171011,000000,22.337,22.364,22.275,22.337,827561,0
ABB.US,D,20171012,000000,22.186,22.24,22.151,22.221,1187761,0
ABB.US,D,20171013,000000,22.346,22.346,22.27,22.311,1109097,0
ABB.US,D,20171016,000000,22.16,22.199,22.134,22.16,928138,0
ABB.US,D,20171017,000000,22.133,22.231,22.097,22.213,1098362,0
ABB.US,D,20171018,000000,22.044,22.319,22.026,22.24,4643954,0
ABB.US,D,20171019,000000,22.408,22.566,22.399,22.515,1726036,0
ABB.US,D,20171020,000000,22.577,22.666,22.506,22.594,1379933,0
ABB.US,D,20171023,000000,22.55,22.56,22.399,22.435,2751346,0
ABB.US,D,20171024,000000,22.275,22.328,22.221,22.284,2194707,0
ABB.US,D,20171025,000000,22.337,22.391,22.142,22.213,1543912,0
ABB.US,D,20171026,000000,22.701,22.71,22.545,22.568,2169662,0
ABB.US,D,20171027,000000,22.435,22.515,22.391,22.506,1091800,0
ABB.US,D,20171030,000000,22.486,22.55,22.408,22.523,1480072,0
ABB.US,D,20171031,000000,23.02,23.331,22.985,23.19,3485586,0
ABB.US,D,20171101,000000,23.49,23.5,23.287,23.287,2311362,0
ABB.US,D,20171102,000000,23.065,23.172,23.047,23.153,2050841,0
ABB.US,D,20171103,000000,23.234,23.295,23.127,23.251,1593821,0
ABB.US,D,20171106,000000,23.234,23.331,23.194,23.322,1505423,0
ABB.US,D,20171107,000000,23.305,23.329,23.305,23.305,1958305,0
ABB.US,D,20171108,000000,23.163,23.322,23.127,23.268,1251544,0
ABB.US,D,20171109,000000,22.843,22.843,22.843,22.843,2864729,0
ABB.US,D,20171110,000000,22.594,22.607,22.425,22.506,1430892,0
ABB.US,D,20171113,000000,22.444,22.661,22.418,22.612,1636216,0
ABB.US,D,20171114,000000,22.355,22.506,22.328,22.462,1534724,0
ABB.US,D,20171115,000000,22.311,22.337,22.218,22.266,1371492,0
ABB.US,D,20171116,000000,22.425,22.506,22.391,22.435,1884637,0
ABB.US,D,20171117,000000,22.275,22.444,22.204,22.391,1822925,0
ABB.US,D,20171120,000000,22.515,22.59,22.506,22.523,1284781,0
ABB.US,D,20171121,000000,22.71,22.843,22.599,22.674,1586589,0
ABB.US,D,20171122,000000,22.719,22.719,22.462,22.541,2544482,0
ABB.US,D,20171124,000000,22.683,22.772,22.674,22.745,2948374,0
ABB.US,D,20171127,000000,22.666,22.79,22.656,22.745,2232606,0
ABB.US,D,20171128,000000,22.817,22.963,22.798,22.923,2409890,0
ABB.US,D,20171129,000000,22.808,22.832,22.577,22.63,1789682,0
ABB.US,D,20171130,000000,22.781,22.896,22.719,22.843,2518168,0
ABB.US,D,20171201,000000,22.745,22.798,22.621,22.772,2242241,0
ABB.US,D,20171204,000000,23.012,23.047,22.825,22.834,2605077,0
ABB.US,D,20171205,000000,22.754,22.79,22.533,22.56,1378108,0
ABB.US,D,20171206,000000,22.693,22.825,22.674,22.764,1299020,0
ABB.US,D,20171207,000000,22.798,22.949,22.737,22.905,3483448,0
ABB.US,D,20171208,000000,23.092,23.261,23.038,23.251,4837889,0
ABB.US,D,20171211,000000,23.012,23.163,23.012,23.074,1362977,0
ABB.US,D,20171212,000000,22.967,23.127,22.959,23.101,1117652,0
ABB.US,D,20171213,000000,23.082,23.18,23.042,23.163,2496347,0
ABB.US,D,20171214,000000,23.278,23.362,23.149,23.163,3445252,0
ABB.US,D,20171215,000000,23.197,23.197,23.047,23.074,2747746,0
ABB.US,D,20171218,000000,23.438,23.571,23.438,23.455,1769083,0
ABB.US,D,20171219,000000,23.615,23.633,23.509,23.597,1219501,0
ABB.US,D,20171220,000000,23.624,23.69,23.544,23.571,2009361,0
ABB.US,D,20171221,000000,23.5,23.704,23.49,23.615,925496,0
ABB.US,D,20171222,000000,23.624,23.624,23.544,23.606,959384,0
ABB.US,D,20171226,000000,23.606,23.677,23.597,23.66,716763,0
ABB.US,D,20171227,000000,23.65,23.748,23.589,23.731,1014072,0
ABB.US,D,20171228,000000,23.784,23.881,23.761,23.792,1585997,0
ABB.US,D,20171229,000000,23.758,23.908,23.731,23.802,2075356,0
ABB.US,D,20180102,000000,23.917,23.996,23.829,23.979,2395323,0
ABB.US,D,20180103,000000,23.89,24.174,23.875,24.157,3034457,0
ABB.US,D,20180104,000000,24.237,24.396,24.218,24.361,2511356,0
ABB.US,D,20180105,000000,24.37,24.564,24.361,24.52,2704339,0
ABB.US,D,20180108,000000,24.414,24.537,24.4,24.493,2786899,0
ABB.US,D,20180109,000000,24.449,24.476,24.343,24.388,2833915,0
ABB.US,D,20180110,000000,24.449,24.459,24.37,24.44,2143531,0
ABB.US,D,20180111,000000,24.44,24.618,24.414,24.6,1252021,0
ABB.US,D,20180112,000000,24.734,24.96,24.707,24.929,1752598,0
ABB.US,D,20180116,000000,25.027,25.084,24.866,24.911,2001305,0
ABB.US,D,20180117,000000,24.875,24.875,24.707,24.76,1232311,0
ABB.US,D,20180118,000000,24.858,24.907,24.76,24.831,1389225,0
